"big_growth","growth","prccq","gvkey","tic","conm","PC1","PC2","PC3"
"NO",-0.0719839478304489,6.66,1618,"AXR","AMREP CORP",1.58107416983336,0.437956317668338,-0.286821985759886
"NO",-0.083132530120482,83.71,1632,"ADI","ANALOG DEVICES",-1.13291091390547,-0.235668983186778,-0.249790053751491
"NO",-0.0404494382022471,29.89,1659,"ANDE","ANDERSONS INC",1.25246945743049,-0.103932173862644,-0.216694707039163
"NO",-0.707174231332357,2,1661,"NBR","NABORS INDUSTRIES LTD",1.02117380933779,0.835464476995976,0.54759226928626
"NO",-0.378256750355282,26.25,1678,"APA","APACHE CORP",-1.31807303661665,-0.251084910978038,-1.35145175395452
"NO",-0.27143713771737,36.45,1686,"APOG","APOGEE ENTERPRISES INC",1.35843014537727,-0.178756765146415,-0.33715847487026
"NO",-0.0678957631625597,157.74,1690,"AAPL","APPLE INC",-57.6167866393539,1.73333045318124,-26.7570408561186
"NO",-0.417331206804891,32.88,1704,"AMAT","APPLIED MATERIALS INC",-5.61376228203347,0.234691245636096,-1.9648096673541
"NO",-0.0303030303030302,25.6,1706,"EPAC","ACTUANT CORP  -CL A",1.42267259831746,0.365899718053123,-0.239372722638279
"NO",-0.422222222222222,7.8,1712,"TREC","TRECORA RESOURCES",1.47942658747109,0.296412539975517,-0.24359178906626
"NO",0.0222055888223553,40.97,1722,"ADM","ARCHER-DANIELS-MIDLAND CO",-5.05521438905332,0.236679547366949,-1.83442223582456
"NO",-0.0416783216783217,34.26,1743,"ARCB","ARCBEST CORP",1.30695767079736,-0.0773948073293198,-0.228366156090798
"NO",-0.14251958711603,68.95,1773,"ARW","ARROW ELECTRONICS INC",-0.712392384268576,-0.569573512687539,-0.0164994767771356
"NO",-0.00337078651685406,70.96,1794,"ASH","ASHLAND GLOBAL HOLDINGS INC",1.28731485984939,0.301730356141434,-0.234278767853577
"YES",0.533333333333333,19.32,1820,"ALOT","ASTRONOVA INC",1.57819421806764,0.308316706022517,-0.226905366668113
"NO",-0.265734265734266,30.45,1823,"ATRO","ASTRONICS CORP",1.468658714517,0.216100270479843,-0.165267480813949
"NO",-0.158879564527104,74.17,1864,"REX","REX AMERICAN RESOURCES CORP",1.43856173171901,-0.638082507111929,-0.381962167350006
"NO",0.034330985915493,129.25,1878,"ADSK","AUTODESK INC",1.57577419278663,0.449807461113656,0.42576193025691
"NO",0.11886679750832,131.12,1891,"ADP","AUTOMATIC DATA PROCESSING",-1.80534745076767,-0.468219998865614,-0.0807198638414291
"NO",-0.217917464739683,89.83,1913,"AVY","AVERY DENNISON CORP",0.646690210569,-0.493232722111523,-0.0680440884612631
"NO",-0.08884401817264,36.1,1919,"AVT","AVNET INC",0.496552384930601,-0.011207024765781,-0.148088132246988
"NO",-0.00748440748440747,47.74,1926,"AZZ","AZZ INC",1.44125665522201,0.133667423337081,-0.303472712483545
"NO",-0.524406627854904,31.86,1932,"BTI","BRITISH AMER TOBACCO PLC",-82.2220577988594,-1.90467742537134,-95.6317689634943
"NO",-0.0296861747243426,11.44,1949,"BRT","BRT APARTMENTS CORP",1.5312908066138,0.218699980208322,0.0429146814445966
"NO",0.0294979079497909,49.21,1968,"BMI","BADGER METER INC",1.42327019049277,0.0812133918078213,-0.0559971674364596
"NO",-0.0279156327543424,78.35,1979,"BCPC","BALCHEM CORP  -CL B",1.30402864867472,-0.51280466400976,-0.272155469232493
"NO",-0.304801670146138,16.65,1982,"PTVCB","PROTECTIVE INSURANCE CORP",1.44931661115941,0.0042091038948509,-0.0259298468769304
"NO",0.214795244385733,45.98,1988,"BLL","BALL CORP",-0.775145447507948,0.264130988655225,-0.257974337310299
"YES",0.330515638207946,47.22,2002,"BPOP","POPULAR INC",0.266681601370412,0.202666074073247,1.31998882423115
"NO",-0.214469078179697,67.32,2005,"BOH","BANK OF HAWAII CORP",0.918203461353448,-0.663619830435244,0.171403031155791
"NO",-0.126067582621612,47.07,2019,"BK","BANK OF NEW YORK MELLON CORP",-13.7496318393434,1.13140830526891,5.38353340332497
"NO",-0.152520941994626,53.62,2049,"B","BARNES GROUP INC",1.25021348494346,0.0221093851169809,-0.0378985539421741
"NO",-0.0642709053213546,13.54,2055,"GOLD","BARRICK GOLD CORP",-2.22097618923408,0.764427042457263,0.962858523993618
"NO",-0.45234375,21.03,2080,"BSET","BASSETT FURNITURE INDS",1.49071981840722,-0.0126812027201394,-0.196710816898152
"NO",0.0182549504950494,65.82,2086,"BAX","BAXTER INTERNATIONAL INC",-1.17332310575079,0.222790691394085,0.360099785680792
"NO",-0.207929515418502,53.94,2101,"AIT","APPLIED INDUSTRIAL TECH INC",1.30891995537639,-0.2780254240774,-0.280691867821015
"NO",0.052602074184808,225.32,2111,"BDX","BECTON DICKINSON & CO",-1.43168265222404,-0.457968684629448,0.915187394672756
"NO",-0.26832174776564,18.42,2124,"BELFB","BEL FUSE INC",1.58652801819627,0.508444981083408,-0.036796029256344
"NO",0.0621575665973928,56.22,2136,"VZ","VERIZON COMMUNICATIONS INC",-50.5397960489203,1.30879803392793,-40.0830420751218
"NO",0.0300676016547271,204.18,2176,"BRK.B","BERKSHIRE HATHAWAY",-90.5857781758742,0.436652457750598,-73.5601734451259
"NO",0.253304751697035,70.16,2184,"BBY","BEST BUY CO INC",-1.14545754715368,-0.0971087233893803,-0.632890234325593
"NO",-0.0270247622239912,232.22,2220,"BIO","BIO-RAD LABORATORIES INC",0.972046371142663,-1.08419110928022,-0.244973652376959
"NO",0.0444185659624023,62.78,2259,"BKH","BLACK HILLS CORP",0.984519112316194,-0.406057737104683,-0.071960402116919
"NO",0.0727566693613582,26.54,2269,"HRB","BLOCK H & R INC",1.58866665647658,0.408372750818552,0.252501918294003
"NO",-0.397631133671743,3.56,2270,"VAL","VALARIS PLC",0.68155758007274,1.15219352162709,0.682268070736447
"NO",-0.20125,6.39,2277,"BRRE","BLUE RIDGE REAL ESTATE CO",1.59153867678364,0.375953675064811,-0.0372544135882831
"NO",0.0935539656166287,322.5,2285,"BA","BOEING CO",-14.6996084927142,-2.37472661839455,-7.43043397368633
"NO",0.0298883687432482,57.2,2312,"RHI","ROBERT HALF INTL INC",0.782977113998381,-0.152078232128227,-0.151891523227572
"NO",-0.282352941176471,7.93,2337,"RFP","RESOLUTE FOREST PRODUCTS INC",1.14520376866529,0.586201774995193,-0.00685698228676735
"NO",0.0799999999999999,16.2,2342,"BWL.A","BOWL AMERICA INC  -CL A",1.61747642600037,0.224239669038748,-0.15902625579829
"NO",0.0588699080157688,40.29,2352,"BRC","BRADY CORP",1.42996637786568,0.0666634784465912,-0.284091575355918
"NO",-0.119200734956362,38.35,2369,"BAM","BROOKFIELD ASSET MANAGEMENT",-15.1906524468763,1.55537728736541,1.55946119439402
"YES",0.31015625,16.77,2390,"BRID","BRIDGFORD FOODS CORP",1.53676035799181,0.225061966275652,-0.211820764511673
"NO",-0.484430429641309,13.08,2393,"BGG","BRIGGS & STRATTON",1.50528188686967,0.383256249618632,-0.235043863984589
"NO",-0.151762402088773,51.98,2403,"BMY","BRISTOL-MYERS SQUIBB CO",-2.79619524321803,0.735252774152586,4.83854782921912
"NO",-0.0977872947894361,37.92,2410,"BP","BP PLC",-25.5577339209595,2.3246185334626,1.91513550885221
"NO",-0.165751920965971,15.2,2411,"BTY10","BT GROUP PLC",-5.35665595246588,0.642887776086439,0.404080509058245
"NO",-0.187302700806734,46.34,2435,"BF.B","BROWN FORMAN CORP",0.241118232762283,-0.0209700670821992,-0.467934798050548
"NO",0.251372118551043,34.2,2436,"CAL","CALERES INC",1.22847001868887,0.0828346639813126,-0.331815885564881
"NO",-0.158819268381021,46.45,2444,"BC","BRUNSWICK CORP",0.970139738611924,0.05097770474444,0.08333969497358
"NO",-0.0742798353909465,44.99,2448,"MTRN","MATERION CORP",1.48542195955177,0.175393438745435,-0.18620478441563
"NO",-0.158653846153846,3.5,2485,"CXEE","CHINA XUEFENG ENVIRON ENGR",1.55672952875109,0.300273980927277,-0.157357674478965
"NO",-0.171399387129724,40.56,2497,"MTZ","MASTEC INC",0.618194866739746,-0.284856632214296,-0.564833871583609
"YES",0.426993865030675,11.63,2504,"UIS","UNISYS CORP",1.09232213390168,0.413268093823592,0.083725561078159
"YES",0.40166908563135,38.63,2536,"RAMP","LIVERAMP HOLDINGS INC",1.42461136249364,0.442238455184386,-0.0925786015252359
"NO",-0.064848096902851,189.92,2547,"CI","CIGNA CORP",-4.1736303933564,-1.23627635441951,-0.53705345525882
"NO",-0.677685950413223,8.97,2556,"CSS","CSS INDUSTRIES INC",1.4938133728326,0.0498552004759355,-0.29308514811588
"NO",-0.167766258246937,44.15,2558,"CNA","CNA FINANCIAL CORP",-1.18448871842002,-0.194011364805344,0.0896265166698739
"NO",-0.37963220600511,9.81,2573,"CSPI","CSP INC",1.63117122631629,0.309412859644142,-0.0488268186940292
"NO",0.129431012543174,62.13,2574,"CSX","CSX CORP",-7.9554857118012,-0.439304274083201,-8.44499255941101
"NO",0.00543689320388352,25.89,2577,"CTS","CTS CORP",1.44492845740661,0.307525234765144,-0.0730614578905704
"NO",-0.694492254733219,3.55,2581,"CVV","CVD EQUIPMENT CORP",1.58855477274141,0.244033665718415,-0.0873808360963918
"NO",-0.302808897548303,42.94,2593,"CBT","CABOT CORP",1.44872883090492,0.206291454603383,0.0662869952224368
"NO",0.0882508500188894,144.03,2596,"CACI","CACI INTL INC  -CL A",0.906893043433686,-1.60638570954997,-0.271454696889541
"NO",-0.225382932166302,17.7,2615,"CAMP","CALAMP CORP",1.5250109325927,0.316126236340033,-0.223638623991137
"NO",0.0509371554575523,47.66,2628,"CWT","CALIFORNIA WATER SERVICE GP",1.36330231216591,0.210219075889864,-0.00801090529114456
"NO",-0.2102596580114,37.41,2663,"CPB","CAMPBELL SOUP CO",0.346058697182087,-0.106182935930979,-0.447610237478284
"NO",-0.100326301760191,195.76,2710,"STZ","CONSTELLATION BRANDS",-1.45979597133932,-1.60887963738856,-1.18674701286
"NO",-0.262032085561497,27.6,2721,"CAJ","CANON INC",-6.09640554753259,0.609858706861218,-0.627641846254777
"NO",0.0900643316654753,15.25,2735,"CPTP","CAPITAL PROPERTIES INC",1.56814619755375,0.177117055746223,0.0839055009005451
"NO",-0.272074424677656,44.6,2751,"CAH","CARDINAL HEALTH INC",-5.40736112199971,-0.249927485675013,-2.52050038439988
"NO",-0.115530136383634,100.52,2771,"CSL","CARLISLE COS INC",0.629229505006947,-0.829867812133204,-0.367722154098243
"NO",-0.30162777015101,35.61,2787,"CRS","CARPENTER TECHNOLOGY CORP",1.21462405117698,-0.202326292635486,-0.469361485548613
"NO",0.10072444793576,126.11,2807,"CASY","CASEYS GENERAL STORES INC",1.05784817884303,-0.59765654476021,-0.231087331080878
"NO",-0.193615941109278,127.07,2817,"CAT","CATERPILLAR INC",-3.90633379082245,0.0382221280818094,3.639476065037
"YES",0.499222395023328,19.28,2818,"CATO","CATO CORP  -CL A",1.4607489762978,0.228937140922439,-0.25019854894986
"NO",-0.145609436435125,130.38,2820,"CVCO","CAVCO INDUSTRIES INC",1.39319380751684,-0.913373646526348,-0.291156690309152
"NO",-0.0917266187050359,15.15,2884,"CTL","CENTURYLINK INC",-5.16706306010978,0.472059844481183,-0.87217548141215
"NO",-0.410771620921802,56.89,2940,"MGLN","MAGELLAN HEALTH INC",0.927969823313799,-0.780589988716997,-0.0365179440283086
"NO",-0.193005709624796,79.15,2942,"CMD","CANTEL MEDICAL CORP",1.42062264665594,-0.0790866253665658,-0.196324616995358
"NO",0.165665377335199,283.28,2960,"CHE","CHEMED CORP",1.10028903570676,-1.77847024022151,0.0490809707161444
"NO",-0.0871516738357957,97.62,2968,"JPM","JPMORGAN CHASE & CO",-81.3618076377327,7.76776843320504,40.8119754323413
"NO",0.0350095480585614,81.3,2986,"CPK","CHESAPEAKE UTILITIES CORP",1.33177069635404,-0.479276763211774,-0.0174559585419015
"NO",-0.13100087866443,108.79,2991,"CVX","CHEVRON CORP",-23.0377945327477,0.71547875615249,-7.4417808478212
"NO",-0.00943396226415097,31.5,2999,"CVR","CHICAGO RIVET & MACHINE CO",1.52166990115439,-0.0534957546727713,-0.185305916008218
"NO",0.132337796086509,43.98,3007,"EAT","BRINKER INTL INC",1.23510611219741,-0.0660884361664868,-0.157917677206336
"YES",0.310743472194539,65.76,3026,"CHD","CHURCH & DWIGHT INC",-0.153746946060586,-0.13490325798668,-0.868872809351753
"NO",0.0483025354533735,243.94,3028,"CHDN","CHURCHILL DOWNS INC",0.968346879408202,-2.50446252271397,-0.0052721788306604
"NO",-0.626858513189448,7.78,3036,"CBB","CINCINNATI BELL INC",1.37300852027445,0.361898263234303,0.146373900918618
"NO",0.190167682926829,187.38,3062,"CTAS","CINTAS CORP",0.503389199210174,-0.787125900782547,-0.26289129645414
"NO",0.0665742024965326,7.69,3107,"CLF","CLEVELAND-CLIFFS INC",0.317022653549488,0.346422505436099,-0.571625780272394
"NO",0.0363049616780959,154.14,3121,"CLX","CLOROX CO/DE",0.468652630339888,-0.967215372297043,-0.592261792823402
"NO",-0.175973241661247,177.38,3138,"COKE","COCA COLA CONSOLIDATED INC",1.01652489774976,-1.88182130308515,-0.250479095318793
"NO",0.0320401046207498,47.35,3144,"KO","COCA-COLA CO",-10.0696607070681,1.78384251354179,8.80520015800807
"NO",-0.404,4.47,3153,"CDE","COEUR MINING INC",1.06257724647799,0.541202734243603,-0.093113168938381
"NO",-0.625434058535894,105.71,3157,"COHR","COHERENT INC",1.22799697511625,-1.62983819811773,-0.0322539792358209
"NO",-0.267881548974943,16.07,3158,"COHU","COHU INC",1.46491160478781,0.161086077956486,-0.0689197022266244
"NO",-0.211133200795229,59.52,3170,"CL","COLGATE-PALMOLIVE CO",-3.43425389996156,0.118368365405054,-0.492314425704616
"NO",-0.107917656373713,112.67,3203,"CCF","CHASE CORP",1.54090971651395,-0.418052370916541,-0.293543869575621
"NO",0.0847761194029852,145.36,3221,"AON","AON PLC",-0.711987044093812,-0.627302501139454,0.329374202286735
"NO",-0.149812734082397,34.05,3226,"CMCSA","COMCAST CORP",-42.1729943908377,1.71563119620391,-31.0029989344921
"NO",-0.208731712936298,68.69,3231,"CMA","COMERICA INC",-0.679163414556321,-0.420230878749051,0.562080604850518
"NO",0.00949140401146121,56.37,3238,"CBSH","COMMERCE BANCSHARES INC",0.631506306978593,-0.33601056466024,0.158202545270884
"NO",-0.300362854455046,52.06,3243,"C","CITIGROUP INC",-28.000940807422,7.03572286049933,80.4796905834891
"NO",-0.0287298387096774,19.27,3246,"CMC","COMMERCIAL METALS",1.16362607454274,0.280301366671379,-0.264926613595089
"NO",-0.429775280898876,2.03,3275,"JCS","COMMUNICATIONS SYSTEMS INC",1.59409290552294,0.544133809419003,-0.0781251925306983
"NO",-0.487693710118505,22.48,3278,"CAR","AVIS BUDGET GROUP INC",0.0917866062948828,-0.313996141579269,-0.33797721949208
"NO",-0.43972602739726,53.17,3336,"DXC","DXC TECHNOLOGY CO",-2.05945565330386,-0.369976750045376,-1.20435828606746
"NO",-0.2,4.08,3342,"CTG","COMPUTER TASK GROUP INC",1.53957142247784,0.3580545965061,0.0327872016187397
"NO",0.298000929800093,27.92,3358,"CMTL","COMTECH TELECOMMUN",1.53300545696871,0.306709224898998,-0.151276657924647
"NO",-0.133672649343691,32.34,3362,"CAG","CONAGRA BRANDS INC",-0.283724705088499,0.252588116253665,-0.421810366748007
"NO",-0.163141993957704,36.01,3382,"SSTK","SHUTTERSTOCK INC",1.50346758325585,0.238739357905052,-0.0653657649429151
"NO",-0.0957854406130268,28.32,3410,"TCI","TRANSCONTINENTAL RLTY INVS",1.58693635178228,0.72272377111621,0.102621881879216
